Dist Code,Year,State Code,State Name,Dist Name,RICE HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PEARL MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),BARLEY HARVEST PRICE (Rs per Quintal),CHICKPEA HARVEST PRICE (Rs per Quintal),PIGEONPEA HARVEST PRICE (Rs per Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SEASMUM HARVEST PRICE (Rs per Quintal),RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal),CASTOR HARVEST PRICE (Rs per Quintal),LINSEED HARVEST PRICE (Rs per Quintal),SUGARCANE GUR HARVEST PRICE (Rs per Quintal),COTTON KAPAS HARVEST PRICE (Rs per Quintal)
77,2010,5,Karnataka,Bidar,1774.0,909.0,1512.0,2348.0,856.0,984.0,1100.0,1041.5,2320.0,3811.0,2875.0,4059.0,2400.0,2700.0,2549.5,2889.0,4018.0
77,2011,5,Karnataka,Bidar,1750.0,1020.5,1489.0,2422.0,1017.0,1020.0,1131.0,1145.0,3343.0,3601.0,3925.0,4544.0,3092.5,3320.5,3212.5,3031.0,3810.0
77,2012,5,Karnataka,Bidar,2006.5,1268.0,1994.0,2692.0,1101.0,1202.0,1564.0,1221.0,3278.0,4312.0,4219.0,6113.0,3225.5,3070.0,3371.0,3340.5,3996.0
77,2013,5,Karnataka,Bidar,2241.5,944.0,1511.0,1419.5,1163.0,1270.0,1787.5,1232.5,3126.0,4123.0,3781.0,10313.0,3255.0,3131.5,3822.0,3444.0,4509.0
77,2014,5,Karnataka,Bidar,2760.0,1372.0,2299.0,2348.0,1190.0,1255.0,1653.5,1238.0,2695.0,4076.0,3913.0,8700.0,3468.0,3267.0,3775.0,3436.0,4200.0
77,2015,5,Karnataka,Bidar,2833.33,1412.0,1568.0,1296.0,1425.0,1474.0,1678.0,1428.0,4481.0,5636.0,4248.0,6711.0,3696.0,3279.0,4368.5,3325.0,4272.5
77,2016,5,Karnataka,Bidar,2564.33,1485.0,2136.0,1719.5,1400.0,1420.5,2084.0,1505.0,4902.0,6100.0,4350.0,6125.0,3665.0,3478.5,4100.0,3890.0,4837.0
78,2009,5,Karnataka,Raichur,1671.0,1387.0,1578.0,879.0,809.0,1005.0,1040.0,932.0,1995.0,4940.0,2390.0,4569.0,2280.5,2217.0,2800.0,2977.5,2785.0
78,2010,5,Karnataka,Raichur,1774.0,1107.0,1200.0,3039.0,838.0,943.0,1100.0,1041.5,2375.0,2904.0,2944.0,4340.0,2400.0,2700.0,2549.5,2889.0,3892.0
78,2011,5,Karnataka,Raichur,1750.0,1020.5,1627.0,2289.0,995.0,1020.0,1131.0,1145.0,4241.0,3260.0,3729.0,5570.0,3092.5,3348.0,3212.5,3031.0,3810.0
78,2012,5,Karnataka,Raichur,2006.5,1921.0,1428.0,1088.0,1176.0,1202.0,1564.0,1221.0,2903.0,2980.0,4424.0,5773.0,3225.5,3070.0,3021.0,3340.5,4181.0
78,2013,5,Karnataka,Raichur,2241.5,1345.0,1611.0,1419.5,1218.0,1270.0,1787.5,1232.5,3308.0,2937.0,2906.0,8403.0,3255.0,3131.5,3822.0,3444.0,4784.0
78,2014,5,Karnataka,Raichur,2760.0,2026.0,1513.0,1599.0,1273.0,1255.0,1653.5,1238.0,3586.0,6163.0,4361.0,9961.0,3468.0,3349.0,3775.0,3436.0,3898.0
78,2015,5,Karnataka,Raichur,2833.33,2261.0,1815.0,1675.5,1274.0,1372.5,1678.0,1428.0,4481.0,7318.5,4925.0,6806.0,3696.0,3279.0,4368.5,3325.0,4272.5
78,2016,5,Karnataka,Raichur,2564.33,2273.0,1720.0,1853.0,1321.0,1420.5,2084.0,1505.0,6135.0,5736.0,4283.5,6622.0,3665.0,2884.0,4100.0,3890.0,5015.0
79,2009,5,Karnataka,Gulbarga / Kalaburagi,1671.0,964.0,1562.0,1016.0,815.0,980.0,1040.0,932.0,1914.0,4370.0,2361.0,4598.0,2280.5,2375.0,2800.0,2977.5,2574.0
79,2010,5,Karnataka,Gulbarga / Kalaburagi,1774.0,994.0,1687.0,2201.0,886.0,996.0,1100.0,1041.5,2412.0,3888.0,3428.0,4272.0,2400.0,2700.0,2549.5,2889.0,3800.0
79,2011,5,Karnataka,Gulbarga / Kalaburagi,1750.0,1020.5,1748.0,3278.0,1203.0,1110.0,1131.0,1145.0,3313.0,3844.0,3780.0,4168.0,3092.5,3320.5,3212.5,3031.0,3810.0
79,2012,5,Karnataka,Gulbarga / Kalaburagi,2006.5,1268.0,2382.0,1498.5,1516.0,1204.0,1564.0,1221.0,3237.0,3907.0,4045.0,6367.0,3225.5,3070.0,3371.0,3340.5,4320.0
79,2013,5,Karnataka,Gulbarga / Kalaburagi,2241.5,1345.0,2131.0,1419.5,1317.5,1820.0,1787.5,1232.5,3018.0,4084.0,4210.0,11102.0,3255.0,2324.0,3822.0,3444.0,4456.0
79,2014,5,Karnataka,Gulbarga / Kalaburagi,2760.0,1372.0,2316.0,1599.0,1288.0,1686.0,1653.5,1238.0,3797.0,5413.0,5253.0,8875.0,3468.0,3267.0,3775.0,3436.0,4200.0
79,2015,5,Karnataka,Gulbarga / Kalaburagi,2833.33,1412.0,2458.0,2500.0,1351.0,1395.0,1678.0,1428.0,4481.0,9380.0,4490.0,5413.0,3696.0,3279.0,4368.5,3325.0,4272.5
79,2016,5,Karnataka,Gulbarga / Kalaburagi,2564.33,2915.0,2435.0,2376.0,1400.0,1361.0,2084.0,1505.0,5505.0,4555.0,4350.0,6125.0,3665.0,3478.5,4100.0,3890.0,4837.0
80,2009,5,Karnataka,Dakshina Kannada,1671.0,950.0,1196.0,1016.0,905.0,1005.0,1040.0,932.0,2226.0,3728.0,2528.5,4999.0,2280.5,2375.0,2800.0,2977.5,2965.0
80,2010,5,Karnataka,Dakshina Kannada,1774.0,994.0,1200.0,1150.0,938.0,943.0,1100.0,1041.5,2315.0,3508.0,2856.0,4550.0,2400.0,2700.0,2549.5,2889.0,4018.0
80,2011,5,Karnataka,Dakshina Kannada,1750.0,940.0,1219.0,1180.0,1032.0,1020.0,1131.0,1145.0,3313.0,3260.0,3288.0,4600.0,3092.5,3320.5,3212.5,3031.0,3810.0
80,2012,5,Karnataka,Dakshina Kannada,2006.5,1570.0,1428.0,1498.5,1249.5,1202.0,1564.0,1221.0,3453.0,3687.5,4158.0,6604.0,3225.5,3070.0,3371.0,3340.5,3996.0
80,2013,5,Karnataka,Dakshina Kannada,2241.5,1772.0,1511.0,1419.5,1317.5,1270.0,1787.5,1232.5,3308.0,3900.0,3781.0,8180.0,3255.0,3131.5,3822.0,3444.0,4509.0
80,2014,5,Karnataka,Dakshina Kannada,2760.0,1500.0,1513.0,1799.0,1288.0,1255.0,1653.5,1238.0,3586.0,4705.0,3913.0,8150.5,3468.0,3267.0,3775.0,3436.0,4200.0
80,2015,5,Karnataka,Dakshina Kannada,2833.33,1740.0,1568.0,1675.5,1351.0,1372.5,1678.0,1428.0,4481.0,7318.5,4248.0,6806.0,3696.0,3279.0,4368.5,3325.0,4272.5
80,2016,5,Karnataka,Dakshina Kannada,2564.33,1835.0,1629.0,1743.665,1400.0,1420.5,2278.0,1505.0,5232.5,4555.0,4350.0,6125.0,3665.0,3478.5,4100.0,3890.0,4837.0
81,2009,5,Karnataka,Uttara Kannada,1671.0,921.0,1196.0,1016.0,905.0,1005.0,1040.0,932.0,2226.0,3728.0,2528.5,4999.0,2280.5,2375.0,2800.0,2977.5,2965.0
81,2010,5,Karnataka,Uttara Kannada,1774.0,963.0,1200.0,1150.0,938.0,943.0,1100.0,1041.5,2315.0,3508.0,2856.0,3300.0,2400.0,2700.0,2549.5,2889.0,4018.0
81,2011,5,Karnataka,Uttara Kannada,1750.0,1020.5,1219.0,1180.0,1032.0,1020.0,1131.0,1145.0,3313.0,3260.0,3288.0,4600.0,3092.5,3320.5,3212.5,3031.0,3810.0
81,2012,5,Karnataka,Uttara Kannada,2006.5,1268.0,1428.0,1498.5,1249.5,1375.0,1564.0,1221.0,3453.0,3687.5,4158.0,6604.0,3225.5,3070.0,3371.0,3340.5,3996.0
81,2013,5,Karnataka,Uttara Kannada,2241.5,1335.0,1511.0,1419.5,1317.5,1068.0,1787.5,1232.5,3308.0,3900.0,3781.0,8180.0,3255.0,3131.5,3822.0,3444.0,4509.0
81,2014,5,Karnataka,Uttara Kannada,2760.0,1391.0,1513.0,1599.0,1288.0,1134.0,1653.5,1238.0,3586.0,4705.0,3417.0,8150.5,3468.0,3267.0,3775.0,3436.0,4200.0
81,2015,5,Karnataka,Uttara Kannada,2833.33,1412.0,1568.0,1675.5,1351.0,1433.0,1678.0,1428.0,4481.0,8585.0,4248.0,6806.0,3696.0,3279.0,4368.5,3325.0,4272.5
81,2016,5,Karnataka,Uttara Kannada,2564.33,1514.0,1629.0,1743.665,1400.0,1384.0,2084.0,1505.0,5232.5,4555.0,4350.0,6125.0,3665.0,3478.5,4100.0,3890.0,4837.0
82,2009,5,Karnataka,Kodagu / Coorg,1671.0,889.0,1196.0,1016.0,905.0,1005.0,1040.0,932.0,2226.0,3728.0,2528.5,4999.0,2280.5,2375.0,2800.0,2977.5,2965.0
82,2010,5,Karnataka,Kodagu / Coorg,1774.0,913.0,1200.0,1150.0,938.0,846.0,1100.0,1041.5,2315.0,3508.0,2856.0,4550.0,2400.0,2700.0,2549.5,2889.0,4018.0
82,2011,5,Karnataka,Kodagu / Coorg,1750.0,898.0,1219.0,1180.0,1032.0,934.0,1131.0,1145.0,3313.0,3260.0,3288.0,4600.0,3092.5,3320.5,3212.5,3031.0,3810.0
82,2012,5,Karnataka,Kodagu / Coorg,2006.5,1153.0,1428.0,1498.5,1249.5,1262.0,1564.0,1221.0,3453.0,3687.5,4158.0,6604.0,3225.5,3070.0,3371.0,3340.5,3996.0
82,2013,5,Karnataka,Kodagu / Coorg,2241.5,890.0,1511.0,1419.5,1317.5,1338.0,1787.5,1232.5,3308.0,3900.0,3781.0,8180.0,3255.0,3131.5,3822.0,3444.0,4509.0
82,2014,5,Karnataka,Kodagu / Coorg,2760.0,1360.0,1513.0,1599.0,1288.0,941.0,1653.5,1238.0,3586.0,4705.0,3913.0,8150.5,3468.0,3267.0,3775.0,3436.0,4200.0
82,2015,5,Karnataka,Kodagu / Coorg,2833.33,1328.0,1568.0,1675.5,1351.0,1188.0,1678.0,1428.0,4481.0,7318.5,4248.0,6806.0,3696.0,3279.0,4368.5,3325.0,4272.5
82,2016,5,Karnataka,Kodagu / Coorg,2564.33,1666.0,1629.0,1743.665,1400.0,1500.0,2084.0,1505.0,5232.5,4555.0,4350.0,6125.0,3665.0,3478.5,4100.0,3890.0,4837.0
83,2009,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1671.0,935.0,1196.0,1163.0,1172.0,897.0,1298.0,932.0,2840.0,4404.0,3320.0,3473.0,2280.5,2665.0,2800.0,2722.0,2933.0
83,2010,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1774.0,949.0,1200.0,1302.0,1530.0,943.0,1116.0,1041.5,2315.0,4557.0,4278.0,3681.0,2400.0,2700.0,2549.5,2503.0,3255.0
83,2011,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1750.0,989.0,1219.0,1127.0,1500.0,1060.0,1400.0,1145.0,3313.0,3350.0,3539.0,4450.0,3092.5,3320.5,3212.5,2888.0,3810.0
83,2012,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,2006.5,1348.0,1428.0,1498.5,1422.0,1202.0,2185.0,1221.0,3453.0,3687.5,4855.0,6421.0,3225.5,3070.0,3371.0,3451.0,3996.0
83,2013,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,2241.5,1425.0,1511.0,1375.0,2200.0,1392.0,2600.0,1232.5,6404.0,3665.0,5750.0,5250.0,3255.0,3131.5,3822.0,4109.0,5800.0
83,2014,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,2760.0,1325.0,1513.0,2660.0,1890.0,1369.0,2124.0,1238.0,3586.0,5300.0,4740.0,7904.0,3468.0,3267.0,3775.0,4008.0,3500.0
83,2015,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,2833.33,1293.0,1568.0,1675.5,1351.0,1989.0,2161.0,1428.0,6017.0,7318.5,5668.0,6180.0,3696.0,3279.0,4368.5,3325.0,4279.0
83,2016,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,2564.33,1350.0,1629.0,1743.665,1400.0,2000.0,2011.0,1505.0,8352.0,4555.0,7929.0,6125.0,3665.0,3478.5,4100.0,4519.0,4300.0
84,2009,11,Tamil Nadu,South Arcot / Cuddalore,1671.0,943.0,1196.0,1141.0,905.0,882.5,1130.0,932.0,2840.0,5878.0,2878.0,4055.0,2280.5,2371.0,2800.0,2607.0,2965.0
84,2010,11,Tamil Nadu,South Arcot / Cuddalore,1774.0,958.0,1200.0,1349.0,945.0,943.0,1142.0,1041.5,2315.0,4232.0,2806.0,3327.0,2400.0,2279.0,2549.5,2838.0,3255.0
84,2011,11,Tamil Nadu,South Arcot / Cuddalore,1750.0,996.0,1219.0,1127.0,1078.0,1060.0,1190.0,1145.0,3313.0,3325.0,3539.0,4084.0,3092.5,3050.0,3212.5,3156.0,3038.0
84,2012,11,Tamil Nadu,South Arcot / Cuddalore,2006.5,1348.0,1428.0,1620.0,1784.0,1350.0,1745.0,1221.0,3453.0,3687.5,5659.0,7235.0,3225.5,2838.0,3371.0,3963.0,4370.0
84,2013,11,Tamil Nadu,South Arcot / Cuddalore,2241.5,1345.0,1511.0,2800.0,2214.0,1377.0,2290.0,1232.5,3308.0,6000.0,4267.0,6188.0,3255.0,3483.0,3822.0,4354.0,5800.0
84,2014,11,Tamil Nadu,South Arcot / Cuddalore,2760.0,1325.0,1513.0,2660.0,1838.0,1369.0,2435.0,1238.0,3586.0,6333.0,4204.0,6760.0,3468.0,4390.0,3775.0,4008.0,3500.0
84,2015,11,Tamil Nadu,South Arcot / Cuddalore,2833.33,1328.0,1568.0,1675.5,1351.0,1843.0,2245.0,1428.0,4481.0,7318.5,5668.0,6180.0,3696.0,2334.0,4368.5,3325.0,4279.0
84,2016,11,Tamil Nadu,South Arcot / Cuddalore,2564.33,1350.0,1629.0,1743.665,1400.0,1944.0,2093.0,1505.0,5232.5,4555.0,9573.0,6125.0,3665.0,3478.5,4100.0,4668.0,4300.0
85,2009,11,Tamil Nadu,North Arcot / Vellore,1671.0,935.0,1196.0,924.0,1167.0,882.5,1110.0,932.0,2925.0,3728.0,2878.0,3274.0,2280.5,2371.0,2800.0,2977.5,3395.0
85,2010,11,Tamil Nadu,North Arcot / Vellore,1774.0,900.0,1200.0,1215.0,1019.0,943.0,1071.0,1041.5,3251.0,4249.0,2806.0,3082.0,2400.0,2279.0,2549.5,2133.0,3255.0
85,2011,11,Tamil Nadu,North Arcot / Vellore,1750.0,1025.0,1219.0,1473.0,1182.0,1060.0,1277.0,1145.0,4046.0,3325.0,3539.0,3379.0,3092.5,3100.0,3212.5,2463.0,3038.0
85,2012,11,Tamil Nadu,North Arcot / Vellore,2006.5,1429.0,1428.0,1651.0,1542.0,1200.0,1758.0,1221.0,3912.0,3912.0,4855.0,5100.0,3225.5,2838.0,3371.0,2971.0,4370.0
85,2013,11,Tamil Nadu,North Arcot / Vellore,2241.5,1376.0,1511.0,1823.0,1596.0,1500.0,1968.0,1232.5,3308.0,3665.0,4267.0,6188.0,3255.0,3483.0,3822.0,3739.0,5800.0
85,2014,11,Tamil Nadu,North Arcot / Vellore,2760.0,1455.0,1513.0,2806.0,1838.0,1463.0,2157.0,1238.0,4279.0,3852.0,4500.0,6825.0,3468.0,4390.0,3775.0,3506.0,3500.0
85,2015,11,Tamil Nadu,North Arcot / Vellore,2833.33,1318.0,1568.0,1675.5,1351.0,1496.0,1964.0,1428.0,5688.0,7318.5,5648.0,6180.0,3696.0,2334.0,4368.5,3325.0,4279.0
85,2016,11,Tamil Nadu,North Arcot / Vellore,2564.33,1467.0,1629.0,1743.665,1400.0,1621.0,2125.0,1505.0,9040.0,4555.0,7929.0,6125.0,3665.0,3478.5,4100.0,3974.0,4300.0
86,2009,11,Tamil Nadu,Salem,1671.0,934.0,1196.0,1016.0,1211.0,871.0,1011.0,932.0,3743.0,4923.0,2217.0,3792.0,2280.5,2475.0,2800.0,2977.5,3395.0
86,2010,11,Tamil Nadu,Salem,1774.0,713.0,1200.0,1380.0,1042.0,1016.0,1083.0,1041.5,3371.0,4484.0,3056.0,3867.0,2400.0,3534.0,2549.5,2725.0,3069.0
86,2011,11,Tamil Nadu,Salem,1750.0,991.0,1219.0,1521.0,1250.0,1171.0,1181.0,1145.0,4149.0,4009.0,3666.0,4122.0,3092.5,3066.0,3212.5,3031.0,3152.0
86,2012,11,Tamil Nadu,Salem,2006.5,1108.0,1428.0,2079.0,1250.0,1475.0,2034.0,1221.0,4766.0,4766.0,4691.0,7814.0,3225.5,3346.0,3371.0,3873.0,3695.0
86,2013,11,Tamil Nadu,Salem,2241.5,1534.0,1511.0,1955.0,1575.0,1444.0,2090.0,1232.5,5138.0,4634.0,4025.0,8358.0,3255.0,3483.0,3822.0,3698.0,5800.0
86,2014,11,Tamil Nadu,Salem,2760.0,1450.0,1513.0,1782.0,1838.0,1322.0,2157.0,1238.0,4097.0,4458.0,4483.0,7313.0,3468.0,3828.0,3775.0,3705.0,3907.0
86,2015,11,Tamil Nadu,Salem,2833.33,1318.0,1568.0,1675.5,1351.0,1500.0,1857.0,1428.0,5641.0,7318.5,5107.0,8119.0,3696.0,3807.0,4368.5,3325.0,4279.0
86,2016,11,Tamil Nadu,Salem,2564.33,1450.0,1629.0,1743.665,1400.0,1685.0,2512.0,1505.0,8836.0,4555.0,5673.0,6125.0,3665.0,3478.5,4100.0,3442.0,4300.0
87,2009,11,Tamil Nadu,Coimbatore,1671.0,930.0,1196.0,977.0,1063.0,888.0,1069.0,932.0,2891.0,3728.0,2544.0,4251.0,2280.5,3534.0,2800.0,2977.5,2664.0
87,2010,11,Tamil Nadu,Coimbatore,1774.0,914.0,1200.0,1227.0,1149.0,1078.0,1131.0,1041.5,2315.0,4484.0,3259.0,3832.0,2400.0,2950.0,2549.5,2830.0,3027.0
87,2011,11,Tamil Nadu,Coimbatore,1750.0,963.0,1219.0,1452.0,1361.0,1296.0,1285.0,1145.0,3783.0,4179.0,3699.0,4592.0,3092.5,2900.0,3212.5,2976.0,3152.0
87,2012,11,Tamil Nadu,Coimbatore,2006.5,1306.0,1428.0,1612.0,1594.0,1595.0,1604.0,1221.0,3453.0,3687.5,4295.0,6418.0,3225.5,7000.0,3371.0,3020.0,4370.0
87,2013,11,Tamil Nadu,Coimbatore,2241.5,1150.0,1511.0,1989.0,1858.0,1862.0,2023.0,1232.5,5347.0,5800.0,5034.0,7207.0,3255.0,5085.0,3822.0,3394.0,3589.0
87,2014,11,Tamil Nadu,Coimbatore,2760.0,1450.0,1513.0,1974.0,1984.0,1636.0,2089.0,1238.0,4787.0,5000.0,5623.0,8101.0,3468.0,5150.0,3775.0,3751.0,3907.0
87,2015,11,Tamil Nadu,Coimbatore,2833.33,1318.0,1568.0,1675.5,1351.0,1709.0,2056.0,1428.0,6311.0,7318.5,4860.0,7712.0,3696.0,3329.0,4368.5,3325.0,4700.0
87,2016,11,Tamil Nadu,Coimbatore,2564.33,1450.0,1629.0,1743.665,1400.0,1842.0,2733.0,1505.0,7364.0,4555.0,5000.0,6125.0,3665.0,3478.5,4100.0,4411.0,5751.0
88,2009,11,Tamil Nadu,Tiruchirapalli / Trichy,1671.0,919.0,1196.0,983.0,1124.0,907.0,988.0,932.0,2523.0,3728.0,2514.0,3573.0,2280.5,2371.0,2800.0,2641.0,2965.0
88,2010,11,Tamil Nadu,Tiruchirapalli / Trichy,1774.0,914.0,1200.0,1353.0,1116.0,1041.0,1046.0,1041.5,2759.0,4645.0,4692.0,3854.0,2400.0,3577.0,2549.5,2659.0,3020.0
88,2011,11,Tamil Nadu,Tiruchirapalli / Trichy,1750.0,963.0,1219.0,1719.0,1295.0,1216.0,1166.0,1145.0,4063.0,3974.0,3975.0,3918.0,3092.5,3243.0,3212.5,2961.0,3152.0
88,2012,11,Tamil Nadu,Tiruchirapalli / Trichy,2006.5,1508.0,1428.0,1733.0,1660.0,1559.0,1869.0,1221.0,6090.0,6090.0,4801.0,6836.0,3225.5,4269.0,3371.0,3769.0,4370.0
88,2013,11,Tamil Nadu,Tiruchirapalli / Trichy,2241.5,1459.0,1511.0,2013.0,2070.0,1667.0,2025.0,1232.5,6011.0,5894.0,4057.0,8000.0,3255.0,3020.0,3822.0,3969.0,3589.0
88,2014,11,Tamil Nadu,Tiruchirapalli / Trichy,2760.0,1522.0,1513.0,2472.0,1851.0,1552.0,2183.0,1238.0,4572.0,7310.0,4450.0,6775.0,3468.0,4512.0,3775.0,4048.0,3740.0
88,2015,11,Tamil Nadu,Tiruchirapalli / Trichy,2833.33,1341.0,1568.0,1675.5,1351.0,1612.0,1913.0,1428.0,6157.0,7318.5,4740.0,8973.0,3696.0,3329.0,4368.5,3325.0,4700.0
88,2016,11,Tamil Nadu,Tiruchirapalli / Trichy,2564.33,1450.0,1629.0,1743.665,1400.0,2121.0,2084.0,1505.0,9526.0,4555.0,7929.0,6125.0,3665.0,3478.5,4100.0,4377.0,5751.0
89,2009,11,Tamil Nadu,Thanjavur,1671.0,1025.0,1196.0,1152.0,1825.0,1017.0,1173.0,932.0,2724.0,3728.0,2608.0,3482.0,2280.5,2371.0,2800.0,2790.0,2465.0
89,2010,11,Tamil Nadu,Thanjavur,1774.0,1180.0,1200.0,1500.0,1202.0,1174.0,1167.0,1041.5,2867.0,4526.0,4355.0,3339.0,2400.0,3282.0,2549.5,2299.0,3020.0
89,2011,11,Tamil Nadu,Thanjavur,1750.0,996.0,1219.0,1735.0,1366.0,1226.0,1330.0,1145.0,3313.0,3325.0,4202.0,4246.0,3092.5,3243.0,3212.5,2853.0,3073.0
89,2012,11,Tamil Nadu,Thanjavur,2006.5,1078.0,1428.0,1498.5,1616.0,1649.0,2309.0,1221.0,3453.0,3687.5,4118.0,6662.0,3225.5,3070.0,3371.0,3417.0,4370.0
89,2013,11,Tamil Nadu,Thanjavur,2241.5,1459.0,1511.0,1419.5,1746.0,1651.0,2574.0,1232.5,3308.0,3919.0,4175.0,7952.0,3255.0,3131.5,3822.0,3646.0,3589.0
89,2014,11,Tamil Nadu,Thanjavur,2760.0,1522.0,1513.0,1599.0,1288.0,1716.0,1653.5,1238.0,3586.0,7310.0,4839.0,6633.0,3468.0,3267.0,3775.0,3765.0,3740.0
89,2015,11,Tamil Nadu,Thanjavur,2833.33,1383.0,1568.0,1675.5,1351.0,1830.0,2216.0,1428.0,4481.0,7318.5,5000.0,8973.0,3696.0,3279.0,4368.5,3325.0,4700.0
89,2016,11,Tamil Nadu,Thanjavur,2564.33,1450.0,1629.0,1743.665,1400.0,1870.0,2876.0,1505.0,8721.0,4555.0,7337.0,6125.0,3665.0,3478.5,4100.0,4144.0,6159.0
90,2009,11,Tamil Nadu,Madurai,1671.0,820.0,1196.0,944.0,1215.0,917.0,1108.0,932.0,2554.0,3637.0,2710.0,4052.0,2280.5,2306.0,2800.0,2652.0,2903.0
90,2010,11,Tamil Nadu,Madurai,1774.0,1188.0,1200.0,1005.0,949.0,801.0,861.0,1041.5,2917.0,4546.0,2996.0,3715.0,2400.0,1685.0,2549.5,1868.0,2883.0
90,2011,11,Tamil Nadu,Madurai,1750.0,1143.0,1219.0,1682.0,1554.0,1224.0,1537.0,1145.0,3921.0,3759.0,3888.0,4314.0,3092.5,3712.0,3212.5,2948.0,3224.0
90,2012,11,Tamil Nadu,Madurai,2006.5,1387.0,1428.0,1771.0,2207.0,1515.0,2317.0,1221.0,3869.0,3869.0,5463.0,5900.0,3225.5,4172.0,3371.0,3644.0,4158.0
90,2013,11,Tamil Nadu,Madurai,2241.5,1310.0,1511.0,1758.0,2058.0,1603.0,2438.0,1232.5,5265.0,3919.0,4155.0,7583.0,3255.0,4477.0,3822.0,3915.0,3589.0
90,2014,11,Tamil Nadu,Madurai,2760.0,1327.0,1513.0,1948.0,2138.0,1498.0,2386.0,1238.0,3952.0,3983.0,5800.0,6165.0,3468.0,3884.0,3775.0,3862.0,3833.0
90,2015,11,Tamil Nadu,Madurai,2833.33,1225.0,1568.0,1675.5,1351.0,1602.0,2115.0,1428.0,5683.0,7318.5,4771.0,7116.0,3696.0,6746.0,4368.5,3325.0,3874.0
90,2016,11,Tamil Nadu,Madurai,2564.33,1575.0,1629.0,1743.665,1400.0,1865.0,2895.0,1505.0,8557.0,4555.0,5475.0,6125.0,3665.0,3478.5,4100.0,4362.0,4400.0
91,2009,11,Tamil Nadu,Ramananthapuram,1671.0,820.0,1196.0,1113.0,1133.0,882.5,1137.0,932.0,3315.0,3728.0,2500.0,3042.0,2280.5,2558.0,2800.0,3080.0,2965.0
91,2010,11,Tamil Nadu,Ramananthapuram,1774.0,1188.0,1200.0,1383.0,1497.0,1025.0,837.0,1041.5,2591.0,4556.0,3097.0,4052.0,2400.0,1685.0,2549.5,2889.0,2883.0
91,2011,11,Tamil Nadu,Ramananthapuram,1750.0,1103.0,1219.0,1462.0,1426.0,1161.0,1004.0,1145.0,3313.0,3470.0,4013.0,3843.0,3092.5,3061.0,3212.5,3031.0,3224.0
91,2012,11,Tamil Nadu,Ramananthapuram,2006.5,1580.0,1428.0,1687.0,2207.0,1430.0,1582.0,1221.0,3453.0,3687.5,4222.0,6942.0,3225.5,3070.0,3371.0,3497.0,3695.0
91,2013,11,Tamil Nadu,Ramananthapuram,2241.5,1310.0,1511.0,2092.0,1579.0,1614.0,2231.0,1232.5,5265.0,3913.0,5633.0,7583.0,3255.0,3131.5,3822.0,3444.0,3589.0
91,2014,11,Tamil Nadu,Ramananthapuram,2760.0,1327.0,1513.0,2738.0,2138.0,1255.0,2166.0,1238.0,4687.0,3983.0,4291.0,5981.0,3468.0,3267.0,3775.0,3436.0,3833.0
91,2015,11,Tamil Nadu,Ramananthapuram,2833.33,1372.0,1568.0,1675.5,1351.0,1575.0,1670.0,1428.0,5641.0,7318.5,4771.0,7116.0,3696.0,3279.0,4368.5,3325.0,3874.0
91,2016,11,Tamil Nadu,Ramananthapuram,2564.33,1567.0,1629.0,1743.665,1400.0,1150.0,2492.0,1505.0,5232.5,4555.0,5475.0,6125.0,3665.0,3478.5,4100.0,3890.0,4400.0
92,2009,11,Tamil Nadu,Thirunelveli,1671.0,1013.0,1196.0,824.0,1304.0,783.0,1136.0,932.0,2736.0,3728.0,2186.0,3329.0,2280.5,2371.0,2800.0,2787.0,2544.0
92,2010,11,Tamil Nadu,Thirunelveli,1774.0,930.0,1200.0,1150.0,938.0,943.0,1100.0,1041.5,2315.0,3508.0,3874.0,4550.0,2400.0,2700.0,2549.5,2889.0,2651.0
92,2011,11,Tamil Nadu,Thirunelveli,1750.0,990.0,1219.0,1732.0,1554.0,1197.0,1470.0,1145.0,3313.0,3650.0,3760.0,3300.0,3092.5,3061.0,3212.5,3135.0,3000.0
92,2012,11,Tamil Nadu,Thirunelveli,2006.5,1484.0,1428.0,2021.0,1768.0,1697.0,1953.0,1221.0,3453.0,3687.5,3859.0,4641.0,3225.5,3070.0,3371.0,3326.0,3000.0
92,2013,11,Tamil Nadu,Thirunelveli,2241.5,1564.0,1511.0,2232.0,1743.0,1703.0,2389.0,1232.5,3308.0,3800.0,4155.0,7577.0,3255.0,3415.0,3822.0,3852.0,4470.0
